species_id,bwg_name,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode,taxon_level,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
8071,Odonata.13,Eukaryota,Animalia,Arthropoda,Hexapoda,Insecta,Paleoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Leptagrion,12,2,3,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0
5696,Diptera.371,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Tabanidae,Tabaninae,NA,Stibasoma,bicolor,NA,piercer,predator,aquatic,macro,NA,species_name,Stibasoma_bicolor,13,1,2,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,3,1,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,1,3,0,1,0,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,2,0,0,3,0
4416,Diptera.502,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,homunculus,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Anopheles_homunculus,13,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
3456,Diptera.521,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,NA,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
5086,Diptera.525,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Ephydridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Ephydridae,9,2,2,2,0,0,3,0,0,0,0,3,2,3,3,3,3,1,1,0,1,3,0,3,2,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,2,2,1,0,0,0,0,3,0,0,0,0,3,0
6276,Odonata.10,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zigoptera,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,subord,Zigoptera,8,2,3,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,1,1,3,0,0,0,0,0,3,0,0,1,3,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0
5661,Coleoptera.47,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Lampyridae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA,family,Lampyridae,9,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,3,2,0,3,0,0
4626,Coleoptera.63,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Adephaga,Dytiscidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,family,Dytiscidae,9,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
5746,Diptera.526,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,NA,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA,family,Tipulidae,9,3,3,1,0,0,0,0,3,1,0,3,1,1,3,0,1,0,0,1,1,3,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,1,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
4571,Coleoptera.62,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Adephaga,Dytiscidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,family,Dytiscidae,9,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,2,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
5691,Diptera.370,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Tabanidae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA,family,Tabanidae,9,3,3,3,0,0,0,0,1,3,0,3,0,1,1,0,0,0,0,3,1,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,1,3,0,1,0,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,2,0,0,3,0
4426,Diptera.519,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,albipes,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_albipes,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
5416,Diptera.532,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Psychodidae,9,3,3,3,0,0,0,2,2,0,1,3,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0
4326,Diptera.507,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,fulva,NA,engulfer,predator,aquatic,macro,NA,species_name,Corethrella_fulva,13,3,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
3516,Diptera.509,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Culicoides,NA,NA,piercer,predator,aquatic,macro,NA,genus,Culicoides,12,3,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,2,1,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3836,Diptera.504,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
5261,Diptera.527,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Phoridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Phoridae,9,3,3,0,0,3,0,0,0,0,0,3,1,3,3,0,0,3,0,2,3,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
5216,Diptera.528,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,subord,Brachycera,8,1,3,2,0,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2,0,1,0,2,1,0,0,1,1,0,3,0,3,1,1,1,1,0,0,0,2,2,1,0,0,2,1
4726,Diptera.91,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Culex,12,2,3,3,0,0,3,1,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4431,Diptera.518,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,aphylactus,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Culex_aphylactus,13,2,3,3,0,0,3,0,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,1,3,1,1,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
5331,Diptera.365,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Psychodidae,9,3,3,3,0,0,0,2,2,0,1,3,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0
3996,Diptera.190,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,subfamily,Orthocladiinae,10,3,3,3,0,0,1,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,3,0
6231,Megaloptera.1,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Megaloptera,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,NA,macro,NA,ord,Megaloptera,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA
4241,Coleoptera.46,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Adephaga,Dytiscidae,Copelatinae,NA,Copelatus,bimaculatus,NA,engulfer,predator,aquatic,macro,NA,species_name,Copelatus_bimaculatus,13,3,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,3,1,1,3,1,0,0,0,1,0,0,3,3,0,0,1,1,0,3,0,0,0,3,2,0,0,3,0
5176,Coleoptera.48a,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,Sphaeridiinae,NA,NA,NA,adult,piercer,predator,aquatic,macro,NA,subfamily,Sphaeridiinae_adult,10,3,3,2,2,0,3,1,0,0,0,3,0,0,2,0,2,2,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,0,0,0,3,1,0,3,3,2,0,0,1,1,1,3,0,0,0,0,0,0,3,0,0,0,3,2,0,3,0,0
3471,Diptera.30,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA,family,Cecidomyiidae,9,1,3,1,0,0,3,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
6626,Diptera.514,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
5486,Diptera.533,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,NA,Copestylum,NA,NA,gatherer,prey,NA,macro,NA,genus,Copestylum,12,1,3,2,0,0,0,0,3,0,0,3,3,2,2,2,0,2,0,0,3,1,3,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,2,3,0,0,0,1,2
3806,Diptera.506,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Chironomus,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Chironomus,12,3,3,3,0,0,0,0,3,0,3,1,2,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,3,1,0,3,3,3,0,0,0,0,3,0,0,0,0,0,3,3,1,0,0,0,3,0
5221,Diptera.179,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,subord,Brachycera,8,1,3,2,0,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2,0,1,0,2,1,0,0,1,1,0,3,0,3,1,1,1,1,0,0,0,2,2,1,0,0,2,1
5491,Diptera.534,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,NA,Lejops,barbiellinii,NA,gatherer,prey,NA,macro,NA,species_name,Lejops_barbiellinii,13,1,3,2,0,0,3,0,0,0,0,3,3,2,2,2,0,2,0,0,2,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,3,0,0,0,1,2
5351,Diptera.368,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Psychodidae,9,3,3,3,0,0,0,2,2,0,1,3,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0
3451,Diptera.529,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Canacidae,NA,NA,NA,NA,NA,piercer,predator,NA,macro,NA,family,Canacidae,9,1,3,1,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
6271,Odonata.7,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,elongatum,NA,engulfer,predator,aquatic,macro,NA,species_name,Leptagrion_elongatum,13,2,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0
6366,Oligochaeta.18,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Naididae,9,3,3,0,3,2,0,2,2,2,3,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,2,0,0,1,0,3,3,0,0,0,2,0,1,0,0,0,0,0,3,1,0,0,0,3,0
6601,Diptera.510,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
4706,Diptera.200,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,(Phoniomyia) theobaldi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Wyeomyia_theobaldi,13,3,3,3,0,0,0,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4476,Diptera.531,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Wyeomyia,12,2,3,3,0,0,2,3,0,0,1,3,3,2,0,3,0,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
5116,Diptera.138,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Ephydridae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Ephydridae,9,2,2,2,0,0,3,0,0,0,0,3,2,3,3,3,3,1,1,0,1,3,0,3,2,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,2,2,1,0,0,0,0,3,0,0,0,0,3,0
4411,Diptera.501,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,cruzzi,NA,filter.feeder,prey,aquatic,macro,NA,species_name,Anopheles_cruzzi,13,3,3,3,0,0,3,0,0,0,2,3,3,1,0,3,0,0,0,0,1,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,3,0,0,0,3,0
6466,Coleoptera.23,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA,family,Scirtidae,9,3,3,0,0,0,0,2,3,0,0,3,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,3,0,0,0,0,3,1,0,0,3,0,1,0,1,0,3,3,0,0,0,3,0,0,3,0,0,0,1,3,0,3,0,0
5716,Coleoptera.61,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Ptilodactylidae,NA,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA,family,Ptilodactylidae,9,3,3,0,0,3,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,0,0,0,3,0,0,0,0,2,0,3,0,0,0,1,0,0,3,0,0,0,3,2,0,0,3,0
5356,Diptera.194,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,Psychodinae,NA,Pericoma,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Pericoma,12,3,3,3,0,0,0,3,0,0,1,3,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0
5741,Diptera.491,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Chioneinae,NA,Cheilotrichia,NA,NA,shredder,prey,aquatic,macro,NA,genus,Cheilotrichia,12,3,3,1,0,0,0,0,3,0,0,3,1,1,3,0,1,0,0,1,1,3,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
5151,Diptera.494,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA,ord,Diptera,7,2,3,3,0,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,0,0,1,2,1,1,0,0,3,1
5506,Diptera.495,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Syrphidae,9,1,3,2,0,0,1,1,2,3,0,3,3,2,2,2,0,2,0,1,2,1,2,2,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,2,3,0,0,0,1,2
5511,Diptera.496,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Syrphidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Syrphidae,9,1,3,2,0,0,1,1,2,3,0,3,3,2,2,2,0,2,0,1,2,1,2,2,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,2,3,0,0,0,1,2
4086,Diptera.79,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,subfamily,Chironominae,10,3,3,3,0,0,2,2,2,0,3,1,2,3,1,3,1,1,1,1,1,0,1,3,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,2,1,0,0,0,0,0,3,3,1,0,0,0,3,0
4741,Diptera.158,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Haemagogus,NA,NA,filter.feeder,prey,aquatic,macro,NA,genus,Haemagogus,12,1,3,3,0,0,0,3,0,0,1,3,2,3,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,3,0,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0
4471,Diptera.493,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Toxorhynchites,NA,NA,engulfer,predator,aquatic,macro,NA,genus,Toxorhynchites,12,3,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,3,0
3441,Diptera.497,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Anisopodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Anisopodidae,9,2,3,0,0,0,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0
3511,Diptera.500,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA,genus,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
5266,Diptera.489,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Psychodidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Psychodidae,9,3,3,3,0,0,0,2,2,0,1,3,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,0,3,0
5426,Diptera.490,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Scatopsidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA,family,Scatopsidae,9,2,3,2,0,0,0,3,0,0,1,3,0,2,2,0,0,2,0,0,2,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,3,1,0,0,0,3,0
6501,Platyhelminthes.15,Eukaryota,Animalia,Platyhelminthes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA,phylum,Platyhelminthes,3,0,0,0,3,3,0,0,1,0,1,2,1,0,0,0,0,1,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,3,0,0,1,3,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,2,2,0,0
5751,Diptera.492,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,Tipulinae,NA,Tipula,NA,NA,shredder,prey,aquatic,macro,NA,genus,Tipula,12,3,3,1,0,0,0,0,3,0,0,3,1,1,3,0,1,0,0,1,1,3,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0
