site_brom.id,site,mu,k,species,abundance,biomass
cardoso_DEC17,cardoso,3,0.5,Diptera.521,26,2.426666666666666
cardoso_DEC17,cardoso,3,0.5,Diptera.522,1,0.0933333333333333
cardoso_DEC17,cardoso,3,0.5,Diptera.523,5,0.4666666666666665
cardoso_DEC17,cardoso,3,0.5,Diptera.524,8,0.7466666666666664
cardoso_DEC17,cardoso,3,0.5,Diptera.526,2,1.075087719298246
cardoso_DEC17,cardoso,3,0.5,Diptera.80,27,1.4657142857142862
cardoso_DEC17,cardoso,3,0.5,Diptera.88,6,0.4285714285714283
cardoso_DEC17,cardoso,3,0.5,Haplotaxida.1,34,1.9367088607594902
cardoso_DEC17,cardoso,3,0.5,Hirudinea.4,3,0.680000000000001
cardoso_DEC17,cardoso,3,0.5,Leptagrion.sp....early.instars,1,0.16666666666666702
cardoso_DEC17,cardoso,3,0.5,Nematoda.1,4,0.2278481012658224
cardoso_DEC17,cardoso,3,0.5,Odonata.8,3,0.42972048270760205
cardoso_DEC21,cardoso,0.1,0.5,Coleoptera.34,1,0.45
cardoso_DEC21,cardoso,0.1,0.5,Coleoptera.35,13,5.8500000000000005
cardoso_DEC21,cardoso,0.1,0.5,Diptera.137,10,0.24000000000000002
cardoso_DEC21,cardoso,0.1,0.5,Diptera.175,96,0.6400000000000003
cardoso_DEC21,cardoso,0.1,0.5,Diptera.191,33,0.13750000000000012
cardoso_DEC21,cardoso,0.1,0.5,Diptera.20,2,0.0384615384615384
cardoso_DEC21,cardoso,0.1,0.5,Diptera.206,56,2.254545454545457
cardoso_DEC21,cardoso,0.1,0.5,Diptera.207,52,3.466666666666668
cardoso_DEC21,cardoso,0.1,0.5,Diptera.351,3,0.008571428571428579
cardoso_DEC21,cardoso,0.1,0.5,Diptera.507,18,1.285714285714285
cardoso_DEC21,cardoso,0.1,0.5,Diptera.508,7,0.4999999999999998
cardoso_DEC21,cardoso,0.1,0.5,Diptera.512.,24,0.1600000000000001
cardoso_DEC21,cardoso,0.1,0.5,Diptera.515,1,0.00769230769230769
cardoso_DEC21,cardoso,0.1,0.5,Diptera.517,20,2.375
cardoso_DEC21,cardoso,0.1,0.5,Diptera.518,6,0.7125
cardoso_DEC21,cardoso,0.1,0.5,Diptera.523,1,0.0933333333333333
cardoso_DEC21,cardoso,0.1,0.5,Diptera.80,18,0.9771428571428574
cardoso_DEC21,cardoso,0.1,0.5,Diptera.88,18,1.285714285714285
cardoso_DEC21,cardoso,0.1,0.5,Diptera.91,2,0.2375
cardoso_DEC21,cardoso,0.1,0.5,Odonata.5,1,3.3113977814863564
cardoso_DEC21,cardoso,0.1,0.5,Trichoptera.1,1,0.25
cardoso_DEC22,cardoso,2.5,1,Coleoptera.35,29,13.049999999999999
cardoso_DEC22,cardoso,2.5,1,Diptera.137,4,0.096
cardoso_DEC22,cardoso,2.5,1,Diptera.175,169,1.1266666666666674
cardoso_DEC22,cardoso,2.5,1,Diptera.191,32,0.13333333333333344
cardoso_DEC22,cardoso,2.5,1,Diptera.206,17,0.6844155844155851
cardoso_DEC22,cardoso,2.5,1,Diptera.207,9,0.6000000000000003
cardoso_DEC22,cardoso,2.5,1,Diptera.263,24,0.11428571428571423
cardoso_DEC22,cardoso,2.5,1,Diptera.293,5,2.687719298245615
cardoso_DEC22,cardoso,2.5,1,Diptera.365,9,0.2571428571428574
cardoso_DEC22,cardoso,2.5,1,Diptera.503,83,1.1857142857142868
cardoso_DEC22,cardoso,2.5,1,Diptera.505,19,0.7649350649350657
cardoso_DEC22,cardoso,2.5,1,Diptera.509,5,0.096153846153846
cardoso_DEC22,cardoso,2.5,1,Diptera.511,15,0.10000000000000005
cardoso_DEC22,cardoso,2.5,1,Diptera.515,1,0.00769230769230769
cardoso_DEC22,cardoso,2.5,1,Diptera.517,17,2.0187500000000003
cardoso_DEC22,cardoso,2.5,1,Diptera.522,2,0.1866666666666666
cardoso_DEC22,cardoso,2.5,1,Diptera.523,13,1.213333333333333
cardoso_DEC22,cardoso,2.5,1,Diptera.80,17,0.9228571428571432
cardoso_DEC22,cardoso,2.5,1,Diptera.88,6,0.4285714285714283
cardoso_DEC22,cardoso,2.5,1,Haplotaxida.1,8,0.4556962025316448
cardoso_DEC23,cardoso,1.5,2,Coleoptera.34,1,0.45
cardoso_DEC23,cardoso,1.5,2,Coleoptera.35,24,10.8
cardoso_DEC23,cardoso,1.5,2,Diptera.130,6,0.15000000000000002
cardoso_DEC23,cardoso,1.5,2,Diptera.137,10,0.24000000000000002
cardoso_DEC23,cardoso,1.5,2,Diptera.175,233,1.5533333333333341
cardoso_DEC23,cardoso,1.5,2,Diptera.190,1,0.00416666666666667
cardoso_DEC23,cardoso,1.5,2,Diptera.191,30,0.1250000000000001
cardoso_DEC23,cardoso,1.5,2,Diptera.206,49,1.9727272727272749
cardoso_DEC23,cardoso,1.5,2,Diptera.207,40,2.666666666666668
cardoso_DEC23,cardoso,1.5,2,Diptera.263,38,0.18095238095238086
cardoso_DEC23,cardoso,1.5,2,Diptera.293,7,3.762807017543861
cardoso_DEC23,cardoso,1.5,2,Diptera.503,86,1.2285714285714298
cardoso_DEC23,cardoso,1.5,2,Diptera.505,6,0.2415584415584418
cardoso_DEC23,cardoso,1.5,2,Diptera.511,5,0.03333333333333335
cardoso_DEC23,cardoso,1.5,2,Diptera.515,9,0.0692307692307692
cardoso_DEC23,cardoso,1.5,2,Diptera.517,10,1.1875
cardoso_DEC23,cardoso,1.5,2,Diptera.519,1,0.11875
cardoso_DEC23,cardoso,1.5,2,Diptera.522,6,0.5599999999999998
cardoso_DEC23,cardoso,1.5,2,Diptera.523,1,0.0933333333333333
cardoso_DEC23,cardoso,1.5,2,Diptera.524,1,0.0933333333333333
cardoso_DEC23,cardoso,1.5,2,Diptera.80,6,0.32571428571428584
cardoso_DEC23,cardoso,1.5,2,Diptera.88,4,0.2857142857142856
cardoso_DEC23,cardoso,1.5,2,Diptera.91,3,0.35625
cardoso_DEC23,cardoso,1.5,2,Haplotaxida.1,12,0.6835443037974671
cardoso_DEC23,cardoso,1.5,2,Hirudinea.4,1,0.22666666666666702
cardoso_DEC23,cardoso,1.5,2,Leptagrion.sp....early.instars,4,0.6666666666666681
cardoso_DEC23,cardoso,1.5,2,Megaloptera.1,1,0.6313518725964851
cardoso_DEC23,cardoso,1.5,2,Nematoda.1,2,0.1139240506329112
cardoso_DEC23,cardoso,1.5,2,Odonata.5,1,3.3113977814863564
cardoso_DEC23,cardoso,1.5,2,Trichoptera.1,1,0.25
cardoso_DEC24,cardoso,3,1,Coleoptera.35,33,14.85
cardoso_DEC24,cardoso,3,1,Coleoptera.63,1,0.16666666666666702
cardoso_DEC24,cardoso,3,1,Diptera.130,1,0.025
cardoso_DEC24,cardoso,3,1,Diptera.137,2,0.048
cardoso_DEC24,cardoso,3,1,Diptera.175,175,1.1666666666666672
cardoso_DEC24,cardoso,3,1,Diptera.191,46,0.19166666666666685
cardoso_DEC24,cardoso,3,1,Diptera.206,60,2.415584415584418
cardoso_DEC24,cardoso,3,1,Diptera.207,19,1.2666666666666673
cardoso_DEC24,cardoso,3,1,Diptera.263,35,0.1666666666666666
cardoso_DEC24,cardoso,3,1,Diptera.293,1,0.537543859649123
cardoso_DEC24,cardoso,3,1,Diptera.503,29,0.41428571428571476
cardoso_DEC24,cardoso,3,1,Diptera.511,9,0.060000000000000026
cardoso_DEC24,cardoso,3,1,Diptera.512.,1,0.00666666666666667
cardoso_DEC24,cardoso,3,1,Diptera.513,1,0.00833333333333333
cardoso_DEC24,cardoso,3,1,Diptera.515,1,0.00769230769230769
cardoso_DEC24,cardoso,3,1,Diptera.520,1,0.11875
cardoso_DEC24,cardoso,3,1,Diptera.524,1,0.0933333333333333
cardoso_DEC24,cardoso,3,1,Diptera.532,1,0.028571428571428602
cardoso_DEC24,cardoso,3,1,Diptera.80,3,0.16285714285714292
cardoso_DEC24,cardoso,3,1,Diptera.88,8,0.5714285714285712
cardoso_DEC24,cardoso,3,1,Haplotaxida.1,2,0.1139240506329112
cardoso_DEC24,cardoso,3,1,Nematoda.1,2,0.1139240506329112
cardoso_DEC24,cardoso,3,1,Ostracoda.4,10,0.46843177189409396
cardoso_DEC25,cardoso,0.6,0.5,Coleoptera.35,46,20.7
cardoso_DEC25,cardoso,0.6,0.5,Coleoptera.46,1,1.82
cardoso_DEC25,cardoso,0.6,0.5,Coleoptera.48a,1,6.2
cardoso_DEC25,cardoso,0.6,0.5,Coleoptera.63,2,0.33333333333333404
cardoso_DEC25,cardoso,0.6,0.5,Diptera.130,1,0.025
cardoso_DEC25,cardoso,0.6,0.5,Diptera.137,9,0.216
cardoso_DEC25,cardoso,0.6,0.5,Diptera.175,152,1.0133333333333336
cardoso_DEC25,cardoso,0.6,0.5,Diptera.191,9,0.03750000000000003
cardoso_DEC25,cardoso,0.6,0.5,Diptera.20,8,0.1538461538461536
cardoso_DEC25,cardoso,0.6,0.5,Diptera.206,35,1.4090909090909107
cardoso_DEC25,cardoso,0.6,0.5,Diptera.207,32,2.133333333333334
cardoso_DEC25,cardoso,0.6,0.5,Diptera.263,11,0.052380952380952354
cardoso_DEC25,cardoso,0.6,0.5,Diptera.293,2,1.075087719298246
cardoso_DEC25,cardoso,0.6,0.5,Diptera.30,2,0.1866666666666666
cardoso_DEC25,cardoso,0.6,0.5,Diptera.502,1,0.158823529411765
cardoso_DEC25,cardoso,0.6,0.5,Diptera.503,33,0.4714285714285719
cardoso_DEC25,cardoso,0.6,0.5,Diptera.505,1,0.0402597402597403
cardoso_DEC25,cardoso,0.6,0.5,Diptera.508,41,2.928571428571427
cardoso_DEC25,cardoso,0.6,0.5,Diptera.511,10,0.0666666666666667
cardoso_DEC25,cardoso,0.6,0.5,Diptera.512.,2,0.01333333333333334
cardoso_DEC25,cardoso,0.6,0.5,Diptera.513,1,0.00833333333333333
cardoso_DEC25,cardoso,0.6,0.5,Diptera.514,10,0.0833333333333333
cardoso_DEC25,cardoso,0.6,0.5,Diptera.515,1,0.00769230769230769
cardoso_DEC25,cardoso,0.6,0.5,Diptera.517,19,2.25625
cardoso_DEC25,cardoso,0.6,0.5,Diptera.523,4,0.3733333333333332
cardoso_DEC25,cardoso,0.6,0.5,Diptera.524,7,0.6533333333333331
cardoso_DEC25,cardoso,0.6,0.5,Diptera.533,1,11.5
cardoso_DEC25,cardoso,0.6,0.5,Diptera.80,28,1.5200000000000005
cardoso_DEC25,cardoso,0.6,0.5,Diptera.88,18,1.285714285714285
cardoso_DEC25,cardoso,0.6,0.5,Haplotaxida.1,17,0.9683544303797451
cardoso_DEC25,cardoso,0.6,0.5,Hirudinea.4,57,12.92000000000002
cardoso_DEC25,cardoso,0.6,0.5,Odonata.5,4,4.031564495738122
cardoso_DEC25,cardoso,0.6,0.5,Ostracoda.4,1,0.0468431771894094
cardoso_DEC25,cardoso,0.6,0.5,Trichoptera.1,1,0.25
cardoso_DEC28,cardoso,1,2,Anopheles.sp....early.instars,1,0.158823529411765
cardoso_DEC28,cardoso,1,2,Coleoptera.34,15,6.75
cardoso_DEC28,cardoso,1,2,Coleoptera.35,6,2.7
cardoso_DEC28,cardoso,1,2,Diptera.175,159,1.0600000000000007
cardoso_DEC28,cardoso,1,2,Diptera.191,18,0.07500000000000007
cardoso_DEC28,cardoso,1,2,Diptera.20,2,0.0384615384615384
cardoso_DEC28,cardoso,1,2,Diptera.206,40,1.610389610389612
cardoso_DEC28,cardoso,1,2,Diptera.207,59,3.9333333333333353
cardoso_DEC28,cardoso,1,2,Diptera.236,2,0.011764705882352941
cardoso_DEC28,cardoso,1,2,Diptera.263,53,0.25238095238095226
cardoso_DEC28,cardoso,1,2,Diptera.293,1,0.537543859649123
cardoso_DEC28,cardoso,1,2,Diptera.351,2,0.0057142857142857195
cardoso_DEC28,cardoso,1,2,Diptera.365,1,0.028571428571428602
cardoso_DEC28,cardoso,1,2,Diptera.371,1,14.3
cardoso_DEC28,cardoso,1,2,Diptera.503,37,0.5285714285714291
cardoso_DEC28,cardoso,1,2,Diptera.505,1,0.0402597402597403
cardoso_DEC28,cardoso,1,2,Diptera.506,29,0.41428571428571476
cardoso_DEC28,cardoso,1,2,Diptera.508,1,0.0714285714285714
cardoso_DEC28,cardoso,1,2,Diptera.512.,18,0.12000000000000005
cardoso_DEC28,cardoso,1,2,Diptera.513,1,0.00833333333333333
cardoso_DEC28,cardoso,1,2,Diptera.515,9,0.0692307692307692
cardoso_DEC28,cardoso,1,2,Diptera.517,29,3.44375
cardoso_DEC28,cardoso,1,2,Diptera.519,1,0.11875
cardoso_DEC28,cardoso,1,2,Diptera.8,2,26.4
cardoso_DEC28,cardoso,1,2,Diptera.80,31,1.6828571428571433
cardoso_DEC28,cardoso,1,2,Diptera.88,1,0.0714285714285714
cardoso_DEC28,cardoso,1,2,Diptera.91,2,0.2375
cardoso_DEC28,cardoso,1,2,Haplotaxida.1,13,0.7405063291139228
cardoso_DEC28,cardoso,1,2,Nematoda.1,5,0.284810126582278
cardoso_DEC28,cardoso,1,2,Odonata.5,3,3.7915089243208673
cardoso_DEC28,cardoso,1,2,Trichoptera.1,1,0.25
cardoso_DEC31,cardoso,0.2,0.5,Coleoptera.35,38,17.1
cardoso_DEC31,cardoso,0.2,0.5,Diptera.130,8,0.2
cardoso_DEC31,cardoso,0.2,0.5,Diptera.137,19,0.456
cardoso_DEC31,cardoso,0.2,0.5,Diptera.175,74,0.49333333333333357
cardoso_DEC31,cardoso,0.2,0.5,Diptera.179,3,0.2799999999999999
cardoso_DEC31,cardoso,0.2,0.5,Diptera.191,12,0.050000000000000044
cardoso_DEC31,cardoso,0.2,0.5,Diptera.206,72,2.8987012987013014
cardoso_DEC31,cardoso,0.2,0.5,Diptera.207,19,1.2666666666666673
cardoso_DEC31,cardoso,0.2,0.5,Diptera.236,1,0.0058823529411764705
cardoso_DEC31,cardoso,0.2,0.5,Diptera.263,33,0.15714285714285708
cardoso_DEC31,cardoso,0.2,0.5,Diptera.293,2,1.075087719298246
cardoso_DEC31,cardoso,0.2,0.5,Diptera.503,17,0.2428571428571431
cardoso_DEC31,cardoso,0.2,0.5,Diptera.505,1,0.0402597402597403
cardoso_DEC31,cardoso,0.2,0.5,Diptera.506,1,0.014285714285714301
cardoso_DEC31,cardoso,0.2,0.5,Diptera.512.,1,0.00666666666666667
cardoso_DEC31,cardoso,0.2,0.5,Diptera.513,2,0.01666666666666666
cardoso_DEC31,cardoso,0.2,0.5,Diptera.517,11,1.30625
cardoso_DEC31,cardoso,0.2,0.5,Diptera.524,1,0.0933333333333333
cardoso_DEC31,cardoso,0.2,0.5,Diptera.526,4,2.150175438596492
cardoso_DEC31,cardoso,0.2,0.5,Diptera.534,1,13.2
cardoso_DEC31,cardoso,0.2,0.5,Diptera.80,29,1.5742857142857147
cardoso_DEC31,cardoso,0.2,0.5,Diptera.88,17,1.2142857142857137
cardoso_DEC31,cardoso,0.2,0.5,Haplotaxida.1,1,0.0569620253164556
cardoso_DEC31,cardoso,0.2,0.5,Hirudinea.4,3,0.680000000000001
cardoso_DEC31,cardoso,0.2,0.5,Odonata.5,4,4.031564495738122
cardoso_DEC31,cardoso,0.2,0.5,Trichoptera.1,1,0.25
cardoso_DEC32,cardoso,0.4,0.5,Coleoptera.34,3,1.35
cardoso_DEC32,cardoso,0.4,0.5,Coleoptera.35,31,13.95
cardoso_DEC32,cardoso,0.4,0.5,Diptera.130,2,0.05
cardoso_DEC32,cardoso,0.4,0.5,Diptera.137,15,0.36000000000000004
cardoso_DEC32,cardoso,0.4,0.5,Diptera.175,70,0.4666666666666669
cardoso_DEC32,cardoso,0.4,0.5,Diptera.191,23,0.09583333333333342
cardoso_DEC32,cardoso,0.4,0.5,Diptera.20,5,0.096153846153846
cardoso_DEC32,cardoso,0.4,0.5,Diptera.206,74,2.9792207792207823
cardoso_DEC32,cardoso,0.4,0.5,Diptera.207,36,2.4000000000000012
cardoso_DEC32,cardoso,0.4,0.5,Diptera.236,1,0.0058823529411764705
cardoso_DEC32,cardoso,0.4,0.5,Diptera.263,11,0.052380952380952354
cardoso_DEC32,cardoso,0.4,0.5,Diptera.293,6,3.225263157894738
cardoso_DEC32,cardoso,0.4,0.5,Diptera.503,25,0.35714285714285754
cardoso_DEC32,cardoso,0.4,0.5,Diptera.505,3,0.1207792207792209
cardoso_DEC32,cardoso,0.4,0.5,Diptera.508,1,0.0714285714285714
cardoso_DEC32,cardoso,0.4,0.5,Diptera.509,4,0.0769230769230768
cardoso_DEC32,cardoso,0.4,0.5,Diptera.511,8,0.05333333333333336
cardoso_DEC32,cardoso,0.4,0.5,Diptera.512.,1,0.00666666666666667
cardoso_DEC32,cardoso,0.4,0.5,Diptera.513,1,0.00833333333333333
cardoso_DEC32,cardoso,0.4,0.5,Diptera.515,3,0.02307692307692307
cardoso_DEC32,cardoso,0.4,0.5,Diptera.517,23,2.73125
cardoso_DEC32,cardoso,0.4,0.5,Diptera.521,1,0.0933333333333333
cardoso_DEC32,cardoso,0.4,0.5,Diptera.522,1,0.0933333333333333
cardoso_DEC32,cardoso,0.4,0.5,Diptera.523,24,2.2399999999999993
cardoso_DEC32,cardoso,0.4,0.5,Diptera.526,1,0.537543859649123
cardoso_DEC32,cardoso,0.4,0.5,Diptera.8,2,26.4
cardoso_DEC32,cardoso,0.4,0.5,Diptera.80,20,1.085714285714286
cardoso_DEC32,cardoso,0.4,0.5,Diptera.88,3,0.21428571428571416
cardoso_DEC32,cardoso,0.4,0.5,Diptera.91,3,0.35625
cardoso_DEC32,cardoso,0.4,0.5,Haplotaxida.1,11,0.6265822784810116
cardoso_DEC32,cardoso,0.4,0.5,Hirudinea.4,12,2.720000000000004
cardoso_DEC32,cardoso,0.4,0.5,Nematoda.1,2,0.1139240506329112
cardoso_DEC32,cardoso,0.4,0.5,Odonata.5,3,3.7915089243208673
cardoso_DEC32,cardoso,0.4,0.5,Ostracoda.4,9,0.42158859470468457
cardoso_DEC34,cardoso,2,0.5,Coleoptera.35,26,11.700000000000001
cardoso_DEC34,cardoso,2,0.5,Diptera.137,9,0.216
cardoso_DEC34,cardoso,2,0.5,Diptera.175,111,0.7400000000000004
cardoso_DEC34,cardoso,2,0.5,Diptera.191,35,0.14583333333333345
cardoso_DEC34,cardoso,2,0.5,Diptera.206,65,2.6168831168831193
cardoso_DEC34,cardoso,2,0.5,Diptera.207,66,4.400000000000002
cardoso_DEC34,cardoso,2,0.5,Diptera.263,17,0.08095238095238091
cardoso_DEC34,cardoso,2,0.5,Diptera.293,2,1.075087719298246
cardoso_DEC34,cardoso,2,0.5,Diptera.30,1,0.0933333333333333
cardoso_DEC34,cardoso,2,0.5,Diptera.368,2,0.057142857142857204
cardoso_DEC34,cardoso,2,0.5,Diptera.370,1,14.3
cardoso_DEC34,cardoso,2,0.5,Diptera.503,18,0.2571428571428574
cardoso_DEC34,cardoso,2,0.5,Diptera.505,4,0.1610389610389612
cardoso_DEC34,cardoso,2,0.5,Diptera.508,16,1.1428571428571423
cardoso_DEC34,cardoso,2,0.5,Diptera.511,1,0.00666666666666667
cardoso_DEC34,cardoso,2,0.5,Diptera.517,3,0.35625
cardoso_DEC34,cardoso,2,0.5,Diptera.522,4,0.3733333333333332
cardoso_DEC34,cardoso,2,0.5,Diptera.524,1,0.0933333333333333
cardoso_DEC34,cardoso,2,0.5,Diptera.529,1,0.158823529411765
cardoso_DEC34,cardoso,2,0.5,Diptera.534,1,13.2
cardoso_DEC34,cardoso,2,0.5,Diptera.80,16,0.8685714285714289
cardoso_DEC34,cardoso,2,0.5,Diptera.88,3,0.21428571428571416
cardoso_DEC34,cardoso,2,0.5,Diptera.91,1,0.11875
cardoso_DEC34,cardoso,2,0.5,Haplotaxida.1,11,0.6265822784810116
cardoso_DEC34,cardoso,2,0.5,Leptagrion.sp....early.instars,2,0.33333333333333404
cardoso_DEC34,cardoso,2,0.5,Nematoda.1,1,0.0569620253164556
cardoso_DEC34,cardoso,2,0.5,Odonata.5,1,3.3113977814863564
cardoso_DEC34,cardoso,2,0.5,Odonata.7,1,0.07451158530414419
cardoso_DEC34,cardoso,2,0.5,Odonata.8,1,0.14324016090253403
cardoso_DEC34,cardoso,2,0.5,Oligochaeta.18,5,0.284810126582278
cardoso_DEC34,cardoso,2,0.5,Trichoptera.1,1,0.25
cardoso_DEC35,cardoso,2.5,2,Coleoptera.35,14,6.3
cardoso_DEC35,cardoso,2.5,2,Diptera.130,6,0.15000000000000002
cardoso_DEC35,cardoso,2.5,2,Diptera.137,1,0.024
cardoso_DEC35,cardoso,2.5,2,Diptera.175,126,0.8400000000000005
cardoso_DEC35,cardoso,2.5,2,Diptera.191,33,0.13750000000000012
cardoso_DEC35,cardoso,2.5,2,Diptera.206,18,0.7246753246753254
cardoso_DEC35,cardoso,2.5,2,Diptera.207,1,0.0666666666666667
cardoso_DEC35,cardoso,2.5,2,Diptera.263,9,0.04285714285714284
cardoso_DEC35,cardoso,2.5,2,Diptera.293,5,2.687719298245615
cardoso_DEC35,cardoso,2.5,2,Diptera.351,2,0.0057142857142857195
cardoso_DEC35,cardoso,2.5,2,Diptera.503,56,0.8000000000000008
cardoso_DEC35,cardoso,2.5,2,Diptera.511,5,0.03333333333333335
cardoso_DEC35,cardoso,2.5,2,Diptera.515,5,0.03846153846153845
cardoso_DEC35,cardoso,2.5,2,Diptera.517,2,0.2375
cardoso_DEC35,cardoso,2.5,2,Diptera.80,4,0.21714285714285722
cardoso_DEC35,cardoso,2.5,2,Diptera.88,19,1.3571428571428565
cardoso_DEC35,cardoso,2.5,2,Diptera.91,1,0.11875
cardoso_DEC35,cardoso,2.5,2,Haplotaxida.1,21,1.1962025316455676
cardoso_DEC35,cardoso,2.5,2,Hirudinea.4,2,0.45333333333333403
cardoso_DEC35,cardoso,2.5,2,Nematoda.1,1,0.0569620253164556
cardoso_DEC35,cardoso,2.5,2,Odonata.5,1,3.3113977814863564
cardoso_DEC35,cardoso,2.5,2,Ostracoda.4,1,0.0468431771894094
cardoso_DEC35,cardoso,2.5,2,Trichoptera.1,1,0.25
cardoso_DEC36,cardoso,0.1,1,Anopheles.sp....early.instars,1,0.158823529411765
cardoso_DEC36,cardoso,0.1,1,Coleoptera.34,12,5.4
cardoso_DEC36,cardoso,0.1,1,Coleoptera.35,50,22.5
cardoso_DEC36,cardoso,0.1,1,Diptera.130,1,0.025
cardoso_DEC36,cardoso,0.1,1,Diptera.137,6,0.14400000000000002
cardoso_DEC36,cardoso,0.1,1,Diptera.175,141,0.9400000000000005
cardoso_DEC36,cardoso,0.1,1,Diptera.179,1,0.0933333333333333
cardoso_DEC36,cardoso,0.1,1,Diptera.191,3,0.012500000000000011
cardoso_DEC36,cardoso,0.1,1,Diptera.20,2,0.0384615384615384
cardoso_DEC36,cardoso,0.1,1,Diptera.206,174,7.005194805194812
cardoso_DEC36,cardoso,0.1,1,Diptera.207,55,3.6666666666666683
cardoso_DEC36,cardoso,0.1,1,Diptera.263,30,0.1428571428571428
cardoso_DEC36,cardoso,0.1,1,Diptera.293,7,3.762807017543861
cardoso_DEC36,cardoso,0.1,1,Diptera.351,11,0.03142857142857146
cardoso_DEC36,cardoso,0.1,1,Diptera.364,9,0.2571428571428574
cardoso_DEC36,cardoso,0.1,1,Diptera.365,1,0.028571428571428602
cardoso_DEC36,cardoso,0.1,1,Diptera.503,19,0.27142857142857174
cardoso_DEC36,cardoso,0.1,1,Diptera.506,10,0.14285714285714302
cardoso_DEC36,cardoso,0.1,1,Diptera.512.,23,0.15333333333333343
cardoso_DEC36,cardoso,0.1,1,Diptera.513,1,0.00833333333333333
cardoso_DEC36,cardoso,0.1,1,Diptera.517,19,2.25625
cardoso_DEC36,cardoso,0.1,1,Diptera.519,2,0.2375
cardoso_DEC36,cardoso,0.1,1,Diptera.522,1,0.0933333333333333
cardoso_DEC36,cardoso,0.1,1,Diptera.525,2,0.0666666666666666
cardoso_DEC36,cardoso,0.1,1,Diptera.80,74,4.017142857142858
cardoso_DEC36,cardoso,0.1,1,Diptera.88,39,2.7857142857142843
cardoso_DEC36,cardoso,0.1,1,Haplotaxida.1,3,0.17088607594936678
cardoso_DEC36,cardoso,0.1,1,Hirudinea.4,3,0.680000000000001
cardoso_DEC36,cardoso,0.1,1,Odonata.10,9,0.6706042677372979
cardoso_DEC36,cardoso,0.1,1,Odonata.5,2,3.5514533529036116
cardoso_DEC36,cardoso,0.1,1,Odonata.7,4,0.29804634121657675
cardoso_DEC38,cardoso,0.6,1,Coleoptera.34,8,3.6
cardoso_DEC38,cardoso,0.6,1,Coleoptera.35,34,15.299999999999999
cardoso_DEC38,cardoso,0.6,1,Coleoptera.46,1,1.82
cardoso_DEC38,cardoso,0.6,1,Diptera.130,4,0.1
cardoso_DEC38,cardoso,0.6,1,Diptera.137,3,0.07200000000000001
cardoso_DEC38,cardoso,0.6,1,Diptera.175,182,1.2133333333333338
cardoso_DEC38,cardoso,0.6,1,Diptera.191,16,0.06666666666666672
cardoso_DEC38,cardoso,0.6,1,Diptera.20,4,0.0769230769230768
cardoso_DEC38,cardoso,0.6,1,Diptera.206,17,0.6844155844155851
cardoso_DEC38,cardoso,0.6,1,Diptera.207,1,0.0666666666666667
cardoso_DEC38,cardoso,0.6,1,Diptera.236,11,0.06470588235294117
cardoso_DEC38,cardoso,0.6,1,Diptera.263,77,0.36666666666666653
cardoso_DEC38,cardoso,0.6,1,Diptera.293,9,4.837894736842107
cardoso_DEC38,cardoso,0.6,1,Diptera.365,1,0.028571428571428602
cardoso_DEC38,cardoso,0.6,1,Diptera.370,2,28.6
cardoso_DEC38,cardoso,0.6,1,Diptera.503,29,0.41428571428571476
cardoso_DEC38,cardoso,0.6,1,Diptera.507,2,0.1428571428571428
cardoso_DEC38,cardoso,0.6,1,Diptera.512.,6,0.04000000000000002
cardoso_DEC38,cardoso,0.6,1,Diptera.513,2,0.01666666666666666
cardoso_DEC38,cardoso,0.6,1,Diptera.517,10,1.1875
cardoso_DEC38,cardoso,0.6,1,Diptera.519,4,0.475
cardoso_DEC38,cardoso,0.6,1,Diptera.521,7,0.6533333333333331
cardoso_DEC38,cardoso,0.6,1,Diptera.522,2,0.1866666666666666
cardoso_DEC38,cardoso,0.6,1,Diptera.80,9,0.4885714285714287
cardoso_DEC38,cardoso,0.6,1,Diptera.88,29,2.0714285714285703
cardoso_DEC38,cardoso,0.6,1,Diptera.91,1,0.11875
cardoso_DEC38,cardoso,0.6,1,Haplotaxida.1,11,0.6265822784810116
cardoso_DEC38,cardoso,0.6,1,Nematoda.1,1,0.0569620253164556
cardoso_DEC38,cardoso,0.6,1,Odonata.5,1,3.3113977814863564
cardoso_DEC38,cardoso,0.6,1,Odonata.7,1,0.07451158530414419
cardoso_DEC38,cardoso,0.6,1,Odonata.8,1,0.14324016090253403
cardoso_DEC39,cardoso,0.4,1,Coleoptera.35,70,31.5
cardoso_DEC39,cardoso,0.4,1,Coleoptera.46,1,1.82
cardoso_DEC39,cardoso,0.4,1,Diptera.130,3,0.07500000000000001
cardoso_DEC39,cardoso,0.4,1,Diptera.137,5,0.12000000000000001
cardoso_DEC39,cardoso,0.4,1,Diptera.175,181,1.2066666666666672
cardoso_DEC39,cardoso,0.4,1,Diptera.191,34,0.14166666666666677
cardoso_DEC39,cardoso,0.4,1,Diptera.20,3,0.057692307692307605
cardoso_DEC39,cardoso,0.4,1,Diptera.206,92,3.7038961038961076
cardoso_DEC39,cardoso,0.4,1,Diptera.207,70,4.666666666666669
cardoso_DEC39,cardoso,0.4,1,Diptera.263,11,0.052380952380952354
cardoso_DEC39,cardoso,0.4,1,Diptera.293,3,1.612631578947369
cardoso_DEC39,cardoso,0.4,1,Diptera.351,1,0.0028571428571428597
cardoso_DEC39,cardoso,0.4,1,Diptera.502,1,0.158823529411765
